"Current Assigned Rank","Programme Preference","Programme Type","Programme Title","Programme Description","Unit of Application","Group","Foundation School","Duration","Pattern","Places Available","Placement 1: Year","Placement 1: Employer/Trust","Placement 1: Site","Placement 1: Location","Placement 1: Specialty","Placement 1: Description","Placement 2: Year","Placement 2: Employer/Trust","Placement 2: Site","Placement 2: Location","Placement 2: Specialty","Placement 2: Description","Placement 3: Year","Placement 3: Employer/Trust","Placement 3: Site","Placement 3: Location","Placement 3: Specialty","Placement 3: Description","Placement 4: Year","Placement 4: Employer/Trust","Placement 4: Site","Placement 4: Location","Placement 4: Specialty","Placement 4: Description","Placement 5: Year","Placement 5: Employer/Trust","Placement 5: Site","Placement 5: Location","Placement 5: Specialty","Placement 5: Description","Placement 6: Year","Placement 6: Employer/Trust","Placement 6: Site","Placement 6: Location","Placement 6: Specialty","Placement 6: Description","Placement 7: Year","Placement 7: Employer/Trust","Placement 7: Site","Placement 7: Location","Placement 7: Specialty","Placement 7: Description","Placement 8: Year","Placement 8: Employer/Trust","Placement 8: Site","Placement 8: Location","Placement 8: Specialty","Placement 8: Description","Programme Name","Programme Number","Tags"
"0","23/EAN/RC971/F1/046/W","FP","23/EAN/RC971/F1/046/W","Please note that the specialties for these 2 year foundation programmes are still to be confirmed.","Health Education England East of England","","EBH Foundation School","24","6 x 4 months","1","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Luton and Dunstable University Hospital","Luton","Foundation","TBC","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Luton and Dunstable University Hospital","Luton","Foundation","TBC","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Luton and Dunstable University Hospital","Luton","Foundation","TBC","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Luton and Dunstable University Hospital","Luton","Foundation","TBC","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Luton and Dunstable University Hospital","Luton","Foundation","TBC","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Luton and Dunstable University Hospital","Luton","Foundation","TBC","","","","","","","","","","","","","","",""
"0","23/EAN/RC971/F1/047/W","FP","23/EAN/RC971/F1/047/W","Please note that the specialties for these 2 year foundation programmes are still to be confirmed.","Health Education England East of England","","EBH Foundation School","24","6 x 4 months","1","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Luton and Dunstable University Hospital","Luton","Foundation","TBC","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Luton and Dunstable University Hospital","Luton","Foundation","TBC","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Luton and Dunstable University Hospital","Luton","Foundation","TBC","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Luton and Dunstable University Hospital","Luton","Foundation","TBC","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Luton and Dunstable University Hospital","Luton","Foundation","TBC","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Luton and Dunstable University Hospital","Luton","Foundation","TBC","","","","","","","","","","","","","","",""
"0","23/EAN/RC971/F1/048/W","FP","23/EAN/RC971/F1/048/W","Please note that the specialties for these 2 year foundation programmes are still to be confirmed.","Health Education England East of England","","EBH Foundation School","24","6 x 4 months","1","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Luton and Dunstable University Hospital","Luton","Foundation","TBC","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Luton and Dunstable University Hospital","Luton","Foundation","TBC","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Luton and Dunstable University Hospital","Luton","Foundation","TBC","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Luton and Dunstable University Hospital","Luton","Foundation","TBC","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Luton and Dunstable University Hospital","Luton","Foundation","TBC","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Luton and Dunstable University Hospital","Luton","Foundation","TBC","","","","","","","","","","","","","","",""
"0","23/EAN/RC971/GEN/F1/03/P","FP","23/EAN/RC971/GEN/F1/03/P","F1 - Obstetrics and Gynaecology, General (Internal) Medicine, Endocrinology and Diabetes Mellitus.  F2 - Paediatrics (60%) / Primary Care (40%), Emergency Medicine (60%) / Primary Care (40%).    Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Luton and Dunstable University Hospital","Luton","Obstetrics and Gynaecology","","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Luton and Dunstable University Hospital","Luton","General (Internal) Medicine","","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Luton and Dunstable University Hospital","Luton","General (Internal) Medicine","Endocrinology and Diabetes","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Luton and Dunstable University Hospital","Luton","Paediatrics","During this placement your time will be split 60% in Paediatrics and 40% in Primary Care. The 40% Primary Care placement will run throughout the duration of F2. This is a 6 month placement. Please note this may be subject to change.","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Luton and Dunstable University Hospital","Luton","Emergency Medicine","During this placement your time will be split 60% in Emergency Medicine and 40% in Primary Care. The 40% Primary Care placement will run throughout the duration of F2. This is a 6 month placement. Please note this may be subject to change.","","","","","","","","","","","","","","","","","","","","",""
"0","23/EAN/RQ800/F1/001","FP","23/EAN/RQ800/F1/001","F1 - General (Internal) Medicine (Renal), General Surgery (Lower GI), Geriatric Medicine.  F2 - General Psychiatry, General (Internal) Medicine (Geriatric), Trauma and Orthopaedic Surgery.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General (Internal) Medicine","Renal Medicine","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General Surgery","Lower GI","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Geriatric Medicine","","F2","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Essex","Essex","General Psychiatry","You are expected to take responsibility for any required travel.","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General (Internal) Medicine","Geriatric Medicine","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Trauma and Orthopaedic Surgery","","","","","","","","","","","","","","","",""
"0","23/EAN/RQ800/F1/002","FP","23/EAN/RQ800/F1/002","F1 - General Surgery (Lower GI), Geriatric Medicine, General (Internal) Medicine (Renal).  F2 - Trauma and Orthopaedic Surgery, General Psychiatry, General (Internal) Medicine (Geriatric).  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General Surgery","Lower GI","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Geriatric Medicine","","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General (Internal) Medicine","Renal Medicine","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Trauma and Orthopaedic Surgery","","F2","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Essex","Essex","General Psychiatry","You are expected to take responsibility for any required travel.","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General (Internal) Medicine","Geriatric Medicine","","","","","","","","","","","","","","",""
"0","23/EAN/RQ800/F1/003","FP","23/EAN/RQ800/F1/003","F1 - Geriatric Medicine, General (Internal) Medicine (Renal), General Surgery (Lower GI).  F2 - General (Internal) Medicine (Geriatric), Trauma and Orthopaedic Surgery, General Psychiatry.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","0","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Geriatric Medicine","","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General (Internal) Medicine","Renal Medicine","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General Surgery","Lower GI","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General (Internal) Medicine","Geriatric Medicine","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Trauma and Orthopaedic Surgery","","F2","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Essex","Essex","General Psychiatry","You are expected to take responsibility for any required travel.","","","","","","","","","","","","","","",""
"0","23/EAN/RQ800/F1/004","FP","23/EAN/RQ800/F1/004","F1 - General (Internal) Medicine (Renal), General Surgery (Upper GI), Stroke Medicine.  F2 - General Practice, Trauma and Orthopaedic Surgery, Paediatrics.  You will be working at a designated GP Practice which might be outside of Chelmsford during this period and therefore you will be expected to take responsibility for any required travel arrangements. Your employing Trust will issue you details of the practice you will be working at after commencing your post. Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General (Internal) Medicine","Renal Medicine","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General Surgery","Upper GI","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Geriatric Medicine","","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General Practice","You are expected to take responsibility for any required travel.","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Trauma and Orthopaedic Surgery","","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Paediatrics","","","","","","","","","","","","","","","",""
"0","23/EAN/RQ800/F1/005","FP","23/EAN/RQ800/F1/005","F1 - General Surgery (Upper GI), Stroke Medicine, General (Internal) Medicine (Renal).  F2 - Paediatrics, General Practice, Trauma and Orthopaedic Surgery.  You will be working at a designated GP Practice which might be outside of Chelmsford during this period and therefore you will be expected to take responsibility for any required travel arrangements. Your employing Trust will issue you details of the practice you will be working at after commencing your post. Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General Surgery","Upper GI","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Geriatric Medicine","","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General (Internal) Medicine","Renal Medicine","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Paediatrics","","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General Practice","You are expected to take responsibility for any required travel.","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Trauma and Orthopaedic Surgery","","","","","","","","","","","","","","","",""
"0","23/EAN/RQ800/F1/006","FP","23/EAN/RQ800/F1/006","F1 - Stroke Medicine, General (Internal) Medicine (Renal), General Surgery (Upper GI).  F2 - Trauma and Orthopaedic Surgery, Paediatrics, General Practice.  You will be working at a designated GP Practice which might be outside of Chelmsford during this period and therefore you will be expected to take responsibility for any required travel arrangements. Your employing Trust will issue you details of the practice you will be working at after commencing your post. Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Geriatric Medicine","","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General (Internal) Medicine","Renal Medicine","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General Surgery","Upper GI","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Trauma and Orthopaedic Surgery","","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Paediatrics","","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General Practice","You are expected to take responsibility for any required travel.","","","","","","","","","","","","","","",""
"0","23/EAN/RQ800/F1/007","FP","23/EAN/RQ800/F1/007","F1 - General (Internal) Medicine (Respiratory), General Surgery (Upper GI), Stroke Medicine.  F2 - General Practice, General Surgery, General (Internal) Medicine (Renal).  You will be working at a designated GP Practice which might be outside of Chelmsford during this period and therefore you will be expected to take responsibility for any required travel arrangements. Your employing Trust will issue you details of the practice you will be working at after commencing your post. Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General (Internal) Medicine","Respiratory Medicine","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General Surgery","Upper GI","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Geriatric Medicine","","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General Practice","You are expected to take responsibility for any required travel.","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General Surgery","","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General (Internal) Medicine","Nephrology","","","","","","","","","","","","","","",""
"0","23/EAN/RQ800/F1/008","FP","23/EAN/RQ800/F1/008","F1 - General Surgery (Upper GI), Stroke Medicine, General (Internal) Medicine (Respiratory).  F2 - General (Internal) Medicine (Renal), General Practice, General Surgery.  You will be working at a designated GP Practice which might be outside of Chelmsford during this period and therefore you will be expected to take responsibility for any required travel arrangements. Your employing Trust will issue you details of the practice you will be working at after commencing your post. Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General Surgery","Upper GI","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Geriatric Medicine","","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General (Internal) Medicine","Respiratory","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General (Internal) Medicine","Nephrology","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General Practice","You are expected to take responsibility for any required travel.","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General Surgery","","","","","","","","","","","","","","","",""
"0","23/EAN/RQ800/F1/009","FP","23/EAN/RQ800/F1/009","F1 - Stroke Medicine, General (Internal) Medicine (Respiratory), General Surgery (Upper GI).  F2 - General Surgery, General (Internal) Medicine (Renal), General Practice.  You will be working at a designated GP Practice which might be outside of Chelmsford during this period and therefore you will be expected to take responsibility for any required travel arrangements. Your employing Trust will issue you details of the practice you will be working at after commencing your post. Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Geriatric Medicine","","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General (Internal) Medicine","Respiratory","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General Surgery","Upper GI","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General Surgery","","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General (Internal) Medicine","Nephrology","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General Practice","You are expected to take responsibility for any required travel.","","","","","","","","","","","","","","",""
"0","23/EAN/RQ800/F1/010","FP","23/EAN/RQ800/F1/010","F1 - General (Internal) Medicine (Geriatric), General Surgery (Upper GI), Acute Internal Medicine.  F2 - General Psychiatry, Trauma and Orthopaedic Surgery, Emergency Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General (Internal) Medicine","Geriatric Medicine","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General Surgery","Upper GI","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Acute Internal Medicine","","F2","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Essex","Essex","General Psychiatry","You are expected to take responsibility for any required travel.","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Trauma and Orthopaedic Surgery","","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Emergency Medicine","","","","","","","","","","","","","","","",""
"0","23/EAN/RQ800/F1/011","FP","23/EAN/RQ800/F1/011","F1 - Acute Internal Medicine, General (Internal) Medicine (Geriatric), General Surgery (Upper GI).  F2 - Emergency Medicine, General Psychiatry, Trauma and Orthopaedic Surgery.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Acute Internal Medicine","","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General (Internal) Medicine","Geriatric Medicine","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General Surgery","Upper GI","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Emergency Medicine","","F2","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Essex","Essex","General Psychiatry","You are expected to take responsibility for any required travel.","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Trauma and Orthopaedic Surgery","","","","","","","","","","","","","","","",""
"0","23/EAN/RQ800/F1/012","FP","23/EAN/RQ800/F1/012","F1 - General Surgery (Upper GI), Acute Internal Medicine, General (Internal) Medicine (Geriatric).  F2 - Trauma and Orthopaedic Surgery, Emergency Medicine, General Psychiatry.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General Surgery","Upper GI","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Acute Internal Medicine","","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General (Internal) Medicine","Geriatric Medicine","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Trauma and Orthopaedic Surgery","","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Emergency Medicine","","F2","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Essex","Essex","General Psychiatry","You are expected to take responsibility for any required travel.","","","","","","","","","","","","","","",""
"0","23/EAN/RQ800/F1/013","FP","23/EAN/RQ800/F1/013","F1 - General (Internal) Medicine (Gastroenterology), General Surgery (Lower GI), Acute Internal Medicine.  F2 - Palliative Medicine, Emergency Medicine, Trauma and Orthopaedic Surgery.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General (Internal) Medicine","Gastorenterology","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General Surgery","Lower GI","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Acute Internal Medicine","","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Palliative Medicine","","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Emergency Medicine","","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Trauma and Orthopaedic Surgery","","","","","","","","","","","","","","","",""
"0","23/EAN/RQ800/F1/014","FP","23/EAN/RQ800/F1/014","F1 - Acute Internal Medicine, General (Internal) Medicine (Gastroenterology), General Surgery (Lower GI).  F2 - Trauma and Orthopaedic Surgery, Palliative Medicine, Emergency Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Acute Internal Medicine","","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General (Internal) Medicine","Gastorenterology","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General Surgery","Lower GI","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Trauma and Orthopaedic Surgery","","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Palliative Medicine","","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Emergency Medicine","","","","","","","","","","","","","","","",""
"0","23/EAN/RQ800/F1/015","FP","23/EAN/RQ800/F1/015","F1 -  General Surgery (Lower GI), Acute Internal Medicine, General (Internal) Medicine (Gastroenterology).  F2 - Emergency Medicine, Trauma and Orthopaedic Surgery, Palliative Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General Surgery","Lower GI","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Acute Internal Medicine","","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General (Internal) Medicine","Gastorenterology","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Emergency Medicine","","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Trauma and Orthopaedic Surgery","","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Palliative Medicine","","","","","","","","","","","","","","","",""
"0","23/EAN/RQ800/F1/016","FP","23/EAN/RQ800/F1/016","F1 - General (Internal) Medicine (Renal), General Surgery (Lower GI), General (Internal) Medicine (Respiratory).  F2 - General Psychiatry, Plastic Surgery, Intensive Care Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General (Internal) Medicine","Renal Medicine","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General Surgery","Lower GI","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General (Internal) Medicine","Respiratory","F2","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Essex","Essex","General Psychiatry","You are expected to take responsibility for any required travel.","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Plastic Surgery","","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Intensive Care Medicine","","","","","","","","","","","","","","","",""
"0","23/EAN/RQ800/F1/017","FP","23/EAN/RQ800/F1/017","F1 - General (Internal) Medicine (Respiratory), General (Internal) Medicine (Renal), General Surgery (Lower GI).  F2 - Intensive Care Medicine, General Psychiatry, Plastic Surgery.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General (Internal) Medicine","Respiratory","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General (Internal) Medicine","Renal Medicine","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General Surgery","Lower GI","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Intensive Care Medicine","","F2","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Essex","Essex","General Psychiatry","You are expected to take responsibility for any required travel.","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Plastic Surgery","","","","","","","","","","","","","","","",""
"0","23/EAN/RQ800/F1/018","FP","23/EAN/RQ800/F1/018","F1 - General Surgery (Lower GI), General (Internal) Medicine (Respiratory), General (Internal) Medicine (Renal).  F2 - Plastic Surgery, Intensive Care Medicine, General Psychiatry.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General Surgery","Lower GI","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General (Internal) Medicine","Respiratory","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General (Internal) Medicine","Renal Medicine","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Plastic Surgery","","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Intensive Care Medicine","","F2","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Essex","Essex","General Psychiatry","You are expected to take responsibility for any required travel.","","","","","","","","","","","","","","",""
"0","23/EAN/RQ800/F1/019","FP","23/EAN/RQ800/F1/019","F1 - General Surgery (Lower GI), General Psychiatry, General (Internal) Medicine (Geriatric).  F2 - Intensive Care Medicine, Urology, General Practice.  F2 year will include time as a teaching fellow.  You will be working at a designated GP Practice which might be outside of Chelmsford during this period and therefore you will be expected to take responsibility for any required travel arrangements. Your employing Trust will issue you details of the practice you will be working at after commencing your post. Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General Surgery","Lower GI","F1","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Essex","Essex","General Psychiatry","You are expected to take responsibility for any required travel.","F1","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General (Internal) Medicine","Geriatric Medicine","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Intensive Care Medicine","Teaching Fellow","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","Urology","Teaching Fellow","F2","MID ESSEX HOSPITAL SERVICES NHS TRUST","Broomfield Hospital","Chelmsford","General Practice","Teaching Fellow- You are expected to take responsibility for any required travel.","","","","","","","","","","","","","","",""
